sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,UC Irvine,Call State Northridge,ESPNU,0.01,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; Big West SF; Friday 9PM ET,0,0,1,Unknown,postseason
mens_basketball,Penn,Princeton,ESPNU,0.009,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,Presbyterian,High Point,ESPNU,0.009,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Thursday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Butler,Eastern Michigan,TruTV,0.008,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Fayetteville State,Bluefield State,ESPNU,0.008,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; CIAA Championship; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Central Connecticut,LIU,ESPNU,0.007,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,Howard,Norfolk State,ESPNU,0.007,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Marist,Saint Peter's,ESPNU,0.007,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Sunday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,Bradley,UNI,ESPNU,0.006,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 6PM ET,0,0,0,Unknown,regular_season
mens_basketball,Stanford,Georgia Tech,ESPNU,0.006,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Tulane,USF,ESPNU,0.006,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Wednesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,UT Martin,Tennessee,ESPNU,0.006,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,Chattanooga,ETSU,ESPNU,0.005,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Wednesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,South Alabama,Georgia Southern,ESPNU,0.005,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,UC Santa Barbara,UC Irvine,ESPNU,0.005,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 10PM ET,0,0,0,Unknown,regular_season
mens_basketball,Alabama State,Jackson State,ESPNU,0.004,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,DePaul,UAPB,TruTV,0.004,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,East Carolina,Temple,ESPNU,0.003,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Robert Morris,Wright State,ESPNU,0.002,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Wednesday 7PM ET,0,0,1,Unknown,regular_season
